Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[70]     0.0    0.00    0.00       3         input_eth [70]
                0.00    0.00       9/9           fake_arp_msg_r [46]
                0.00    0.00       9/9           leread [47]
-----------------------------------------------
                0.00    0.00       3/3           handle_inter_proc [68]
[71]     0.0    0.00    0.00       3         ipintr [71]
-----------------------------------------------
                0.00    0.00       3/3           leput_test [73]
[72]     0.0    0.00    0.00       3         leput [72]
                0.00    0.00       3/375         m_freem [13]
-----------------------------------------------
                0.00    0.00       3/3           lestart [61]
[73]     0.0    0.00    0.00       3         leput_test [73]
                0.00    0.00       3/3           leput [72]
-----------------------------------------------
                0.00    0.00       3/3           rn_addroute [19]
[74]     0.0    0.00    0.00       3         rn_addmask [74]
                0.00    0.00       3/211         rn_insert [16]
-----------------------------------------------
                0.00    0.00       3/3           rtrequest <cycle 1> [17]
[75]     0.0    0.00    0.00       3         rn_delete [75]
                0.00    0.00       5/421         rn_search [12]
-----------------------------------------------
                0.00    0.00       3/3           raw_input [32]
[76]     0.0    0.00    0.00       3         sbappendaddr [76]
-----------------------------------------------
                0.00    0.00       1/3           socreate [104]
                0.00    0.00       1/3           sobind [152]
                0.00    0.00       1/3           sosend [106]
[77]     0.0    0.00    0.00       3         udp_usrreq [77]
                0.00    0.00       1/1           in_pcballoc [129]
                0.00    0.00       1/2           soreserve [105]
                0.00    0.00       1/2           in_pcbbind [88]
                0.00    0.00       1/1           udp_output [157]
-----------------------------------------------
                0.00    0.00       3/3           sosend [106]
[78]     0.0    0.00    0.00       3         uiomove [78]
                0.00    0.00       3/5           copyin [54]
-----------------------------------------------
                                   2             ether_output <cycle 2> [18]
[79]     0.0    0.00    0.00       2         arpresolve <cycle 2> [79]
                                   2             arpwhohas <cycle 2> [56]
-----------------------------------------------
                0.00    0.00       2/2           bpf_allocbufs [109]
[80]     0.0    0.00    0.00       2         bpf_alloc [80]
-----------------------------------------------
                0.00    0.00       2/2           leattach [90]
[81]     0.0    0.00    0.00       2         ether_sprintf [81]
-----------------------------------------------
                0.00    0.00       2/2           socket [103]
[82]     0.0    0.00    0.00       2         falloc [82]
                0.00    0.00       2/2           fdalloc [83]
-----------------------------------------------
                0.00    0.00       2/2           falloc [82]
[83]     0.0    0.00    0.00       2         fdalloc [83]
-----------------------------------------------
                0.00    0.00       1/2           if_detach [7]
                0.00    0.00       1/2           rtfree [63]
[84]     0.0    0.00    0.00       2         ifafree [84]
-----------------------------------------------
                0.00    0.00       2/2           in_addmulti [27]
[85]     0.0    0.00    0.00       2         igmp_joingroup [85]
                0.00    0.00       2/2           igmp_sendreport [86]
-----------------------------------------------
                0.00    0.00       2/2           igmp_joingroup [85]
[86]     0.0    0.00    0.00       2         igmp_sendreport [86]
                0.00    0.00       2/4           ip_output [59]
-----------------------------------------------
                0.00    0.00       2/2           ip_output [59]
[87]     0.0    0.00    0.00       2         in_broadcast [87]
-----------------------------------------------
                0.00    0.00       1/2           in_pcbconnect [130]
                0.00    0.00       1/2           udp_usrreq [77]
[88]     0.0    0.00    0.00       2         in_pcbbind [88]
                0.00    0.00       1/202         ifa_ifwithaddr [23]
                0.00    0.00       1/2           in_pcblookup [89]
-----------------------------------------------
                0.00    0.00       1/2           in_pcbbind [88]
                0.00    0.00       1/2           in_pcbconnect [130]
[89]     0.0    0.00    0.00       2         in_pcblookup [89]
-----------------------------------------------
                0.00    0.00       2/2           main_le [135]
[90]     0.0    0.00    0.00       2         leattach [90]
                0.00    0.00       2/2           ether_sprintf [81]
                0.00    0.00       2/5           bpfattach [53]
                0.00    0.00       2/6           if_attach [51]
-----------------------------------------------
                0.00    0.00       2/2           leioctl [60]
[91]     0.0    0.00    0.00       2         leinit [91]
                0.00    0.00       1/2           lereset [92]
                0.00    0.00       1/4           lestart [61]
-----------------------------------------------
                0.00    0.00       1/2           leinit [91]
                0.00    0.00       1/2           leioctl [60]
[92]     0.0    0.00    0.00       2         lereset [92]
-----------------------------------------------
                0.00    0.00       2/2           rtinit [22]
[93]     0.0    0.00    0.00       2         m_free [93]
-----------------------------------------------
                0.00    0.00       2/2           main [2]
[94]     0.0    0.00    0.00       2         output_ethernet [94]
                0.00    0.00       2/7           ifunit [49]
                0.00    0.00       2/11          m_devget [41]
                0.00    0.00       2/208         ether_output <cycle 2> [18]
-----------------------------------------------
                0.00    0.00       2/2           socreate [104]
[95]     0.0    0.00    0.00       2         pffindtype [95]
-----------------------------------------------
                0.00    0.00       2/2           route_usrreq [98]
[96]     0.0    0.00    0.00       2         raw_usrreq [96]
                0.00    0.00       1/1           raw_attach [138]
                0.00    0.00       1/1           route_output [145]
-----------------------------------------------
                0.00    0.00       1/2           rtable_init [149]
                0.00    0.00       1/2           rn_init [142]
[97]     0.0    0.00    0.00       2         rn_inithead [97]
                0.00    0.00       2/85          rn_newpair [36]
-----------------------------------------------
                0.00    0.00       1/2           socreate [104]
                0.00    0.00       1/2           sosend [106]
[98]     0.0    0.00    0.00       2         route_usrreq [98]
                0.00    0.00       2/2           raw_usrreq [96]
                0.00    0.00       1/1           soisconnected [153]
-----------------------------------------------
                0.00    0.00       1/2           if_down [122]
                0.00    0.00       1/2           if_up [125]
[99]     0.0    0.00    0.00       2         rt_ifmsg [99]
                0.00    0.00       2/162         rt_msg1 [33]
                0.00    0.00       2/163         raw_input [32]
-----------------------------------------------
                0.00    0.00       2/2           sendto [101]
[100]    0.0    0.00    0.00       2         sendit [100]
                0.00    0.00       2/3           getsock [67]
                0.00    0.00       2/2           sosend [106]
                0.00    0.00       1/2           sockargs [102]
                0.00    0.00       1/375         m_freem [13]
-----------------------------------------------
                0.00    0.00       1/2           test_add_route_r [154]
                0.00    0.00       1/2           send_data_via_sock_r [150]
[101]    0.0    0.00    0.00       2         sendto [101]
                0.00    0.00       2/2           sendit [100]
-----------------------------------------------
                0.00    0.00       1/2           bind [108]
                0.00    0.00       1/2           sendit [100]
[102]    0.0    0.00    0.00       2         sockargs [102]
                0.00    0.00       2/537         m_get [10]
                0.00    0.00       2/5           copyin [54]
-----------------------------------------------
                0.00    0.00       1/2           test_add_route_r [154]
                0.00    0.00       1/2           send_data_via_sock_r [150]
[103]    0.0    0.00    0.00       2         socket [103]
                0.00    0.00       2/2           falloc [82]
                0.00    0.00       2/2           socreate [104]
-----------------------------------------------
                0.00    0.00       2/2           socket [103]
[104]    0.0    0.00    0.00       2         socreate [104]
                0.00    0.00       2/2           pffindtype [95]
                0.00    0.00       1/3           udp_usrreq [77]
                0.00    0.00       1/2           route_usrreq [98]
-----------------------------------------------
                0.00    0.00       1/2           raw_attach [138]
                0.00    0.00       1/2           udp_usrreq [77]
[105]    0.0    0.00    0.00       2         soreserve [105]
                0.00    0.00       4/4           sbreserve [64]
-----------------------------------------------
                0.00    0.00       2/2           sendit [100]
[106]    0.0    0.00    0.00       2         sosend [106]
                0.00    0.00       3/3           uiomove [78]
                0.00    0.00       1/3           udp_usrreq [77]
                0.00    0.00       1/2           route_usrreq [98]
-----------------------------------------------
                0.00    0.00       1/1           main [2]
[107]    0.0    0.00    0.00       1         add_route_r [107]
                0.00    0.00       1/1           test_add_route_r [154]
-----------------------------------------------
                0.00    0.00       1/1           send_data_via_sock_r [150]
[108]    0.0    0.00    0.00       1         bind [108]
                0.00    0.00       1/3           getsock [67]
                0.00    0.00       1/2           sockargs [102]
                0.00    0.00       1/1           sobind [152]
                0.00    0.00       1/375         m_freem [13]
-----------------------------------------------
                0.00    0.00       1/1           bpf_setif [111]
[109]    0.0    0.00    0.00       1         bpf_allocbufs [109]
                0.00    0.00       2/2           bpf_alloc [80]
-----------------------------------------------
                0.00    0.00       1/1           bpf_setif [111]
[110]    0.0    0.00    0.00       1         bpf_attachd [110]
-----------------------------------------------
                0.00    0.00       1/1           bpfioctl [112]
[111]    0.0    0.00    0.00       1         bpf_setif [111]
                0.00    0.00       1/1           bpf_allocbufs [109]
                0.00    0.00       1/1           bpf_attachd [110]
                0.00    0.00       1/1           reset_d [140]
-----------------------------------------------
                0.00    0.00       1/1           cfg_bpf [116]
[112]    0.0    0.00    0.00       1         bpfioctl [112]
                0.00    0.00       1/1           bpf_setif [111]
-----------------------------------------------
                0.00    0.00       1/1           cfg_bpf [116]
[113]    0.0    0.00    0.00       1         bpfopen [113]
-----------------------------------------------
                0.00    0.00       1/1           test_bpf [155]
[114]    0.0    0.00    0.00       1         bpfread [114]
-----------------------------------------------
                0.00    0.00       1/1           test_bpf [155]
[115]    0.0    0.00    0.00       1         bpfwrite [115]
-----------------------------------------------
                0.00    0.00       1/1           main [2]
[116]    0.0    0.00    0.00       1         cfg_bpf [116]
                0.00    0.00       1/1           bpfopen [113]
                0.00    0.00       1/1           bpfioctl [112]
-----------------------------------------------
                0.00    0.00       1/1           main [2]
[117]    0.0    0.00    0.00       1         create_ethernet_interface [117]
                0.00    0.00       1/1           main_le [135]
-----------------------------------------------
                0.00    0.00       1/1           main [2]
[118]    0.0    0.00    0.00       1         create_vlan_r [118]
                0.00    0.00       2/7           ifunit [49]
                0.00    0.00       1/1           vlan_clone_create [158]
                0.00    0.00       1/1           vlan_config [159]
-----------------------------------------------
                0.00    0.00       1/1           main [2]
[119]    0.0    0.00    0.00       1         domaininit [119]
                0.00    0.00       1/1           route_init [144]
                0.00    0.00       1/1           raw_init [139]
                0.00    0.00       1/1           rip_init [141]
                0.00    0.00       1/1           udp_init [156]
                0.00    0.00       1/1           ip_init [132]
-----------------------------------------------
                0.00    0.00       1/1           test_add_route_r [154]
[120]    0.0    0.00    0.00       1         fake_route_record [120]
-----------------------------------------------
                0.00    0.00       1/1           test_add_route_r [154]
[121]    0.0    0.00    0.00       1         fake_rt_socketMsg [121]
-----------------------------------------------
                0.00    0.00       1/1           if_detach [7]
[122]    0.0    0.00    0.00       1         if_down [122]
                0.00    0.00       1/1           if_qflush [123]
                0.00    0.00       1/2           rt_ifmsg [99]
-----------------------------------------------
                0.00    0.00       1/1           if_down [122]
[123]    0.0    0.00    0.00       1         if_qflush [123]
-----------------------------------------------
                0.00    0.00       1/1           ifinit [128]
[124]    0.0    0.00    0.00       1         if_slowtimo [124]
-----------------------------------------------
                0.00    0.00       1/1           cfg_eth1_ip [4]
[125]    0.0    0.00    0.00       1         if_up [125]
                0.00    0.00       1/2           rt_ifmsg [99]
-----------------------------------------------
                0.00    0.00       1/1           ifa_ifwithroute [24]
[126]    0.0    0.00    0.00       1         ifa_ifwithdstaddr [126]
-----------------------------------------------
                0.00    0.00       1/1           ifa_ifwithroute [24]
[127]    0.0    0.00    0.00       1         ifa_ifwithnet [127]
                0.00    0.00     126/128         rn_refines [34]
-----------------------------------------------
                0.00    0.00       1/1           main [2]
[128]    0.0    0.00    0.00       1         ifinit [128]
                0.00    0.00       1/1           if_slowtimo [124]
-----------------------------------------------
                0.00    0.00       1/1           udp_usrreq [77]
[129]    0.0    0.00    0.00       1         in_pcballoc [129]
                0.00    0.00       1/8           insque [48]
-----------------------------------------------
                0.00    0.00       1/1           udp_output [157]
[130]    0.0    0.00    0.00       1         in_pcbconnect [130]
                0.00    0.00       1/4           rtalloc [62]
                0.00    0.00       1/2           in_pcblookup [89]
                0.00    0.00       1/2           in_pcbbind [88]
-----------------------------------------------
                0.00    0.00       1/1           udp_output [157]
[131]    0.0    0.00    0.00       1         in_pcbdisconnect [131]
-----------------------------------------------
                0.00    0.00       1/1           domaininit [119]
[132]    0.0    0.00    0.00       1         ip_init [132]
                0.00    0.00       1/1           pffindproto [137]
-----------------------------------------------
                0.00    0.00       1/1           main [2]
[133]    0.0    0.00    0.00       1         loopattach [133]
                0.00    0.00       1/6           if_attach [51]
                0.00    0.00       1/5           bpfattach [53]
-----------------------------------------------
                0.00    0.00       1/1           route_output [145]
[134]    0.0    0.00    0.00       1         m_copydata [134]
-----------------------------------------------
                0.00    0.00       1/1           create_ethernet_interface [117]
[135]    0.0    0.00    0.00       1         main_le [135]
                0.00    0.00       2/2           leattach [90]
-----------------------------------------------
                0.00    0.00       1/1           main [2]
[136]    0.0    0.00    0.00       1         output_ip [136]
                0.00    0.00       1/4           ip_output [59]
-----------------------------------------------
                0.00    0.00       1/1           ip_init [132]
[137]    0.0    0.00    0.00       1         pffindproto [137]
-----------------------------------------------
                0.00    0.00       1/1           raw_usrreq [96]
[138]    0.0    0.00    0.00       1         raw_attach [138]
                0.00    0.00       1/2           soreserve [105]
                0.00    0.00       1/8           insque [48]
-----------------------------------------------
                0.00    0.00       1/1           domaininit [119]
[139]    0.0    0.00    0.00       1         raw_init [139]
-----------------------------------------------
                0.00    0.00       1/1           bpf_setif [111]
[140]    0.0    0.00    0.00       1         reset_d [140]
-----------------------------------------------
                0.00    0.00       1/1           domaininit [119]
[141]    0.0    0.00    0.00       1         rip_init [141]
-----------------------------------------------
                0.00    0.00       1/1           route_init [144]
[142]    0.0    0.00    0.00       1         rn_init [142]
                0.00    0.00       1/2           rn_inithead [97]
-----------------------------------------------
                0.00    0.00       1/1           if_detach [7]
[143]    0.0    0.00    0.00       1         rn_walktree [143]
                0.00    0.00      82/82          if_rtdel [37]
-----------------------------------------------
                0.00    0.00       1/1           domaininit [119]
[144]    0.0    0.00    0.00       1         route_init [144]
                0.00    0.00       1/1           rn_init [142]
                0.00    0.00       1/1           rtable_init [149]
-----------------------------------------------
                0.00    0.00       1/1           raw_usrreq [96]
[145]    0.0    0.00    0.00       1         route_output [145]
                0.00    0.00       1/1           m_copydata [134]
                0.00    0.00       1/1           rt_xaddrs [148]
                0.00    0.00       1/216         rtrequest <cycle 1> [17]
                0.00    0.00       1/1           rt_setmetrics [147]
                0.00    0.00       1/163         raw_input [32]
-----------------------------------------------
                0.00    0.00       1/1           rtalloc1 <cycle 1> [40]
[146]    0.0    0.00    0.00       1         rt_missmsg [146]
                0.00    0.00       1/162         rt_msg1 [33]
                0.00    0.00       1/163         raw_input [32]
-----------------------------------------------
                0.00    0.00       1/1           route_output [145]
[147]    0.0    0.00    0.00       1         rt_setmetrics [147]
-----------------------------------------------
                0.00    0.00       1/1           route_output [145]
[148]    0.0    0.00    0.00       1         rt_xaddrs [148]
-----------------------------------------------
                0.00    0.00       1/1           route_init [144]
[149]    0.0    0.00    0.00       1         rtable_init [149]
                0.00    0.00       1/2           rn_inithead [97]
-----------------------------------------------
                0.00    0.00       1/1           main [2]
[150]    0.0    0.00    0.00       1         send_data_via_sock_r [150]
                0.00    0.00       1/2           socket [103]
                0.00    0.00       1/1           bind [108]
                0.00    0.00       1/2           sendto [101]
-----------------------------------------------
                0.00    0.00       1/1           main [2]
[151]    0.0    0.00    0.00       1         slattach [151]
                0.00    0.00       2/6           if_attach [51]
                0.00    0.00       2/5           bpfattach [53]
-----------------------------------------------
                0.00    0.00       1/1           bind [108]
[152]    0.0    0.00    0.00       1         sobind [152]
                0.00    0.00       1/3           udp_usrreq [77]
-----------------------------------------------
                0.00    0.00       1/1           route_usrreq [98]
[153]    0.0    0.00    0.00       1         soisconnected [153]
-----------------------------------------------
                0.00    0.00       1/1           add_route_r [107]
[154]    0.0    0.00    0.00       1         test_add_route_r [154]
                0.00    0.00       1/2           socket [103]
                0.00    0.00       1/1           fake_route_record [120]
                0.00    0.00       1/1           fake_rt_socketMsg [121]
                0.00    0.00       1/2           sendto [101]
-----------------------------------------------
                0.00    0.00       1/1           main [2]
[155]    0.0    0.00    0.00       1         test_bpf [155]
                0.00    0.00       1/1           bpfread [114]
                0.00    0.00       1/1           bpfwrite [115]
-----------------------------------------------
                0.00    0.00       1/1           domaininit [119]
[156]    0.0    0.00    0.00       1         udp_init [156]
-----------------------------------------------
                0.00    0.00       1/1           udp_usrreq [77]
[157]    0.0    0.00    0.00       1         udp_output [157]
                0.00    0.00       1/1           in_pcbconnect [130]
                0.00    0.00       1/4           ip_output [59]
                0.00    0.00       1/1           in_pcbdisconnect [131]
-----------------------------------------------
                0.00    0.00       1/1           create_vlan_r [118]
[158]    0.0    0.00    0.00       1         vlan_clone_create [158]
                0.00    0.00       1/4           ether_ifattach [57]
                0.00    0.00       1/6           if_attach [51]
-----------------------------------------------
                0.00    0.00       1/1           create_vlan_r [118]
[159]    0.0    0.00    0.00       1         vlan_config [159]
-----------------------------------------------
                0.00    0.00       1/1           vlan_ioctl [30]
[160]    0.0    0.00    0.00       1         vlan_ether_addmulti [160]
                0.00    0.00       1/3           ether_addmulti [66]
                0.00    0.00       1/4           ether_multiaddr [58]
                0.00    0.00       1/4           leioctl [60]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.


Index by function name

 [107] add_route_r            [24] ifa_ifwithroute        [75] rn_delete
  [31] arp_ifinit             [84] ifafree               [142] rn_init
  [35] arp_rtrequest         [128] ifinit                 [97] rn_inithead
  [65] arpintr                [49] ifunit                 [16] rn_insert
  [55] arplookup (if_ether.c) [85] igmp_joingroup         [39] rn_match
  [20] arprequest (if_ether.c) [86] igmp_sendreport (igmp.c) [36] rn_newpair
  [79] arpresolve             [27] in_addmulti            [34] rn_refines
  [56] arpwhohas              [69] in_arpinput (if_ether.c) [12] rn_search
 [108] bind                   [87] in_broadcast          [143] rn_walktree
  [80] bpf_alloc (bpf.c)       [1] in_control            [144] route_init
 [109] bpf_allocbufs (bpf.c)  [28] in_ifinit             [145] route_output
 [110] bpf_attachd (bpf.c)    [25] in_ifscrub             [98] route_usrreq
  [42] bpf_filter            [129] in_pcballoc            [50] rt_ifannouncemsg
 [111] bpf_setif (bpf.c)      [88] in_pcbbind             [99] rt_ifmsg
  [43] bpf_tap               [130] in_pcbconnect          [21] rt_maskedcopy
  [53] bpfattach             [131] in_pcbdisconnect      [146] rt_missmsg
 [112] bpfioctl               [89] in_pcblookup           [33] rt_msg1 (rtsock.c)
 [113] bpfopen                [26] in_scrubprefix (in.c)  [38] rt_newaddrmsg
 [114] bpfread                [29] in_socktrim            [15] rt_setgate
 [115] bpfwrite               [70] input_eth             [147] rt_setmetrics
  [44] catchpacket (bpf.c)    [48] insque                [148] rt_xaddrs (rtsock.c)
 [116] cfg_bpf               [132] ip_init               [149] rtable_init
   [4] cfg_eth1_ip            [59] ip_output              [62] rtalloc
  [54] copyin                 [71] ipintr                 [40] rtalloc1
 [117] create_ethernet_interface [90] leattach            [63] rtfree
   [5] create_ip_addr_r       [91] leinit                 [22] rtinit
   [3] create_vlan_ip(long double) [60] leioctl           [17] rtrequest
 [118] create_vlan_r          [72] leput                  [76] sbappendaddr
   [6] delete_ethernet_interface_r [73] leput_test        [64] sbreserve
 [119] domaininit             [47] leread                [150] send_data_via_sock_r
  [66] ether_addmulti         [92] lereset               [100] sendit
  [57] ether_ifattach         [61] lestart               [101] sendto
  [45] ether_input           [133] loopattach            [151] slattach
  [58] ether_multiaddr        [11] m_copyback            [152] sobind
  [18] ether_output          [134] m_copydata            [102] sockargs
  [81] ether_sprintf          [41] m_devget              [103] socket
  [46] fake_arp_msg_r         [93] m_free                [104] socreate
 [120] fake_route_record      [13] m_freem               [153] soisconnected
 [121] fake_rt_socketMsg      [10] m_get                 [105] soreserve
  [82] falloc                 [14] m_gethdr              [106] sosend
  [83] fdalloc               [135] main_le                [52] sprint_d (if.c)
  [67] getsock                [94] output_ethernet       [154] test_add_route_r
  [68] handle_inter_proc     [136] output_ip             [155] test_bpf
  [51] if_attach             [137] pffindproto           [156] udp_init
   [7] if_detach              [95] pffindtype            [157] udp_output
 [122] if_down               [138] raw_attach             [77] udp_usrreq
 [123] if_qflush             [139] raw_init               [78] uiomove
  [37] if_rtdel (if.c)        [32] raw_input             [158] vlan_clone_create (if_vlan.c)
 [124] if_slowtimo            [96] raw_usrreq            [159] vlan_config (if_vlan.c)
 [125] if_up                 [140] reset_d (bpf.c)       [160] vlan_ether_addmulti (if_vlan.c)
  [23] ifa_ifwithaddr        [141] rip_init               [30] vlan_ioctl (if_vlan.c)
 [126] ifa_ifwithdstaddr      [74] rn_addmask              [8] <cycle 1>
 [127] ifa_ifwithnet          [19] rn_addroute             [9] <cycle 2>
